TmMin	IdleSz	NeedChgQSz	mssnQSz	NumChg	V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19
136	0	14	19	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-5	WAIT_CHARGE-CHARLIE	IN_CHARGE-25	IN_FLIGHT-2-0	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-5	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-25	WAIT_CHARGE-ECHO	IN_CHARGE-0	
137	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-6	WAIT_CHARGE-CHARLIE	IN_CHARGE-26	IN_FLIGHT-2-1	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-6	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-26	WAIT_CHARGE-ECHO	IN_CHARGE-1	
138	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-7	WAIT_CHARGE-CHARLIE	IN_CHARGE-27	IN_FLIGHT-2-2	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-7	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-27	WAIT_CHARGE-ECHO	IN_CHARGE-2	
139	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-8	WAIT_CHARGE-CHARLIE	IN_CHARGE-28	IN_FLIGHT-2-3	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-8	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-28	WAIT_CHARGE-ECHO	IN_CHARGE-3	
140	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-9	WAIT_CHARGE-CHARLIE	IN_CHARGE-29	IN_FLIGHT-2-4	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-9	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-29	WAIT_CHARGE-ECHO	IN_CHARGE-4	
141	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-10	WAIT_CHARGE-CHARLIE	IN_CHARGE-30	IN_FLIGHT-2-5	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-10	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-30	WAIT_CHARGE-ECHO	IN_CHARGE-5	
142	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-11	WAIT_CHARGE-CHARLIE	IN_CHARGE-31	IN_FLIGHT-2-6	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-11	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-31	WAIT_CHARGE-ECHO	IN_CHARGE-6	
143	0	14	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_CHARGE-12	WAIT_CHARGE-CHARLIE	IN_CHARGE-32	IN_FLIGHT-2-7	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-12	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-32	WAIT_CHARGE-ECHO	IN_CHARGE-7	
144	0	13	19	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-0	WAIT_CHARGE-CHARLIE	IN_CHARGE-33	IN_FLIGHT-2-8	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-13	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-33	IN_CHARGE-0	IN_CHARGE-8	
145	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-1	WAIT_CHARGE-CHARLIE	IN_CHARGE-34	IN_FLIGHT-2-9	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-14	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-34	IN_CHARGE-1	IN_CHARGE-9	
146	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-2	WAIT_CHARGE-CHARLIE	IN_CHARGE-35	IN_FLIGHT-2-10	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-15	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-35	IN_CHARGE-2	IN_CHARGE-10	
147	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-3	WAIT_CHARGE-CHARLIE	IN_CHARGE-36	IN_FLIGHT-2-11	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-16	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-36	IN_CHARGE-3	IN_CHARGE-11	
148	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-4	WAIT_CHARGE-CHARLIE	IN_CHARGE-37	IN_FLIGHT-2-12	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-17	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-37	IN_CHARGE-4	IN_CHARGE-12	
149	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-5	WAIT_CHARGE-CHARLIE	IN_CHARGE-38	IN_FLIGHT-2-13	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-18	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-38	IN_CHARGE-5	IN_CHARGE-13	
150	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-6	WAIT_CHARGE-CHARLIE	IN_CHARGE-39	IN_FLIGHT-2-14	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-19	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-39	IN_CHARGE-6	IN_CHARGE-14	
151	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-7	WAIT_CHARGE-CHARLIE	IN_CHARGE-40	IN_FLIGHT-2-15	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-20	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-40	IN_CHARGE-7	IN_CHARGE-15	
152	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-8	WAIT_CHARGE-CHARLIE	IN_CHARGE-41	IN_FLIGHT-2-16	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-21	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-41	IN_CHARGE-8	IN_CHARGE-16	
153	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-9	WAIT_CHARGE-CHARLIE	IN_CHARGE-42	IN_FLIGHT-2-17	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-22	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-42	IN_CHARGE-9	IN_CHARGE-17	
154	0	13	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-10	WAIT_CHARGE-CHARLIE	IN_CHARGE-43	IN_FLIGHT-2-18	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-23	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	WAIT_CHARGE-ECHO	IN_FLIGHT-1-43	IN_CHARGE-10	IN_CHARGE-18	
155	0	12	19	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-11	WAIT_CHARGE-CHARLIE	IN_CHARGE-44	IN_FLIGHT-2-19	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-24	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-0	IN_FLIGHT-1-44	IN_CHARGE-11	IN_FLIGHT-1-0	
156	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-12	WAIT_CHARGE-CHARLIE	IN_CHARGE-45	IN_FLIGHT-2-20	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-25	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-1	IN_FLIGHT-1-45	IN_CHARGE-12	IN_FLIGHT-1-1	
157	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-13	WAIT_CHARGE-CHARLIE	IN_CHARGE-46	IN_FLIGHT-2-21	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-26	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-2	IN_FLIGHT-1-46	IN_CHARGE-13	IN_FLIGHT-1-2	
158	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-14	WAIT_CHARGE-CHARLIE	IN_CHARGE-47	IN_FLIGHT-2-22	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-27	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-3	IN_FLIGHT-1-47	IN_CHARGE-14	IN_FLIGHT-1-3	
159	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-15	WAIT_CHARGE-CHARLIE	IN_CHARGE-48	IN_FLIGHT-2-23	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-28	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-4	IN_FLIGHT-1-48	IN_CHARGE-15	IN_FLIGHT-1-4	
160	0	11	19	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-0	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-16	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-0	IN_FLIGHT-2-24	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-29	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-5	IN_FLIGHT-1-49	IN_CHARGE-16	IN_FLIGHT-1-5	
161	0	11	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-1	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-17	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-1	IN_FLIGHT-2-25	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-30	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-6	IN_FLIGHT-1-50	IN_CHARGE-17	IN_FLIGHT-1-6	
162	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-2	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-18	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-2	IN_FLIGHT-2-26	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-31	WAIT_CHARGE-DELTA	WAIT_CHARGE-DELTA	IN_CHARGE-7	WAIT_CHARGE-ECHO	IN_CHARGE-18	IN_FLIGHT-1-7	
163	0	11	19	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-3	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-19	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-3	IN_FLIGHT-2-27	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-32	IN_CHARGE-0	WAIT_CHARGE-DELTA	IN_CHARGE-8	WAIT_CHARGE-ECHO	IN_FLIGHT-1-0	IN_FLIGHT-1-8	
164	0	11	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-4	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-20	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-4	IN_FLIGHT-2-28	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-33	IN_CHARGE-1	WAIT_CHARGE-DELTA	IN_CHARGE-9	WAIT_CHARGE-ECHO	IN_FLIGHT-1-1	IN_FLIGHT-1-9	
165	0	11	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-5	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-21	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-5	IN_FLIGHT-2-29	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-34	IN_CHARGE-2	WAIT_CHARGE-DELTA	IN_CHARGE-10	WAIT_CHARGE-ECHO	IN_FLIGHT-1-2	IN_FLIGHT-1-10	
166	0	11	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-6	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-22	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-6	IN_FLIGHT-2-30	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-35	IN_CHARGE-3	WAIT_CHARGE-DELTA	IN_CHARGE-11	WAIT_CHARGE-ECHO	IN_FLIGHT-1-3	IN_FLIGHT-1-11	
167	0	11	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-7	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-23	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-7	IN_FLIGHT-2-31	WAIT_CHARGE-CHARLIE	IN_FLIGHT-2-36	IN_CHARGE-4	WAIT_CHARGE-DELTA	IN_CHARGE-12	WAIT_CHARGE-ECHO	IN_FLIGHT-1-4	IN_FLIGHT-1-12	
168	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-8	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-24	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-8	IN_FLIGHT-2-32	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-5	WAIT_CHARGE-DELTA	IN_CHARGE-13	WAIT_CHARGE-ECHO	IN_FLIGHT-1-5	IN_FLIGHT-1-13	
169	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-9	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-25	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-9	IN_FLIGHT-2-33	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-6	WAIT_CHARGE-DELTA	IN_CHARGE-14	WAIT_CHARGE-ECHO	IN_FLIGHT-1-6	IN_FLIGHT-1-14	
170	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-10	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-26	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-10	IN_FLIGHT-2-34	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-7	WAIT_CHARGE-DELTA	IN_CHARGE-15	WAIT_CHARGE-ECHO	IN_FLIGHT-1-7	IN_FLIGHT-1-15	
171	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-11	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-27	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-11	IN_FLIGHT-2-35	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-8	WAIT_CHARGE-DELTA	IN_CHARGE-16	WAIT_CHARGE-ECHO	IN_FLIGHT-1-8	IN_FLIGHT-1-16	
172	0	12	20	0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_CHARGE-12	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-28	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-12	IN_FLIGHT-2-36	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-9	WAIT_CHARGE-DELTA	IN_CHARGE-17	WAIT_CHARGE-ECHO	IN_FLIGHT-1-9	IN_FLIGHT-1-17	
173	0	12	19	0	IN_CHARGE-0	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_FLIGHT-4-0	WAIT_CHARGE-BRAVO	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-29	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-13	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-10	WAIT_CHARGE-DELTA	IN_CHARGE-18	WAIT_CHARGE-ECHO	IN_FLIGHT-1-10	IN_FLIGHT-1-18	
174	0	11	19	0	IN_CHARGE-1	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_FLIGHT-4-1	IN_CHARGE-0	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-30	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-14	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-11	WAIT_CHARGE-DELTA	IN_FLIGHT-1-0	WAIT_CHARGE-ECHO	IN_FLIGHT-1-11	IN_FLIGHT-1-19	
175	0	11	20	0	IN_CHARGE-2	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_FLIGHT-4-2	IN_CHARGE-1	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-31	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-15	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-12	WAIT_CHARGE-DELTA	IN_FLIGHT-1-1	WAIT_CHARGE-ECHO	IN_FLIGHT-1-12	IN_FLIGHT-1-20	
176	0	11	20	0	IN_CHARGE-3	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_FLIGHT-4-3	IN_CHARGE-2	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-32	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-16	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-13	WAIT_CHARGE-DELTA	IN_FLIGHT-1-2	WAIT_CHARGE-ECHO	IN_FLIGHT-1-13	IN_FLIGHT-1-21	
177	0	11	20	0	IN_CHARGE-4	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_FLIGHT-4-4	IN_CHARGE-3	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-33	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-17	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-14	WAIT_CHARGE-DELTA	IN_FLIGHT-1-3	WAIT_CHARGE-ECHO	IN_FLIGHT-1-14	IN_FLIGHT-1-22	
178	0	11	20	0	IN_CHARGE-5	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	WAIT_CHARGE-ALPHA	IN_FLIGHT-4-5	IN_CHARGE-4	WAIT_CHARGE-BRAVO	IN_FLIGHT-3-34	WAIT_CHARGE-CHARLIE	IN_FLIGHT-1-18	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	WAIT_CHARGE-CHARLIE	IN_CHARGE-15	WAIT_CHARGE-DELTA	IN_FLIGHT-1-4	WAIT_CHARGE-ECHO	IN_FLIGHT-1-15	IN_FLIGHT-1-23	
